"","Genome_file","clade_name"
"37","gtdb_genomes_reps_r220/database/GCF/001/808/955/GCF_001808955.1_genomic.fna.gz","d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia sp001808955|t__GCF_001808955.1"
"38","gtdb_genomes_reps_r220/database/GCF/029/850/875/GCF_029850875.1_genomic.fna.gz","d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia sp029850875|t__GCF_029850875.1"
"39","gtdb_genomes_reps_r220/database/GCF/030/408/675/GCF_030408675.1_genomic.fna.gz","d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium durum|t__GCF_030408675.1"
"40","gtdb_genomes_reps_r220/database/GCF/011/612/265/GCF_011612265.2_genomic.fna.gz","d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium matruchotii|t__GCF_011612265.2"
"41","gtdb_genomes_reps_r220/database/GCF/900/607/225/GCF_900607225.1_genomic.fna.gz","d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__Arachnia|s__Arachnia massiliensis|t__GCF_900607225.1"
"42","gtdb_genomes_reps_r220/database/GCF/900/637/725/GCF_900637725.1_genomic.fna.gz","d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__Arachnia|s__Arachnia propionica|t__GCF_900637725.1"
"43","gtdb_genomes_reps_r220/database/GCF/019/973/735/GCF_019973735.1_genomic.fna.gz","d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__Arachnia|s__Arachnia rubra|t__GCF_019973735.1"
"44","gtdb_genomes_reps_r220/database/GCF/000/426/605/GCF_000426605.1_genomic.fna.gz","d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium acidifaciens|t__GCF_000426605.1"
"45","gtdb_genomes_reps_r220/database/GCF/000/024/225/GCF_000024225.1_genomic.fna.gz","d__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella parvula|t__GCF_000024225.1"
"46","gtdb_genomes_reps_r220/database/GCF/000/174/015/GCF_000174015.1_genomic.fna.gz","d__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella rimae|t__GCF_000174015.1"
"47","gtdb_genomes_reps_r220/database/GCF/000/564/995/GCF_000564995.1_genomic.fna.gz","d__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella sp000564995|t__GCF_000564995.1"
"48","gtdb_genomes_reps_r220/database/GCA/916/050/095/GCA_916050095.1_genomic.fna.gz","d__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella sp916050095|t__GCA_916050095.1"
"49","gtdb_genomes_reps_r220/database/GCF/001/189/515/GCF_001189515.2_genomic.fna.gz","d__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella_F|s__Olsenella_F sp001189515|t__GCF_001189515.2"
"50","gtdb_genomes_reps_r220/database/GCA/937/925/515/GCA_937925515.1_genomic.fna.gz","d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CALALP01|s__CALALP01 sp937925515|t__GCA_937925515.1"
"51","gtdb_genomes_reps_r220/database/GCF/000/235/445/GCF_000235445.1_genomic.fna.gz","d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Johnsonella|s__Johnsonella ignava|t__GCF_000235445.1"
"52","gtdb_genomes_reps_r220/database/GCA/900/766/185/GCA_900766185.1_genomic.fna.gz","d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Johnsonella|s__Johnsonella sp900766185|t__GCA_900766185.1"
"53","gtdb_genomes_reps_r220/database/GCA/905/373/785/GCA_905373785.1_genomic.fna.gz","d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Johnsonella|s__Johnsonella sp905373785|t__GCA_905373785.1"
"54","gtdb_genomes_reps_r220/database/GCA/937/927/235/GCA_937927235.1_genomic.fna.gz","d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Johnsonella|s__Johnsonella sp937927235|t__GCA_937927235.1"
"55","gtdb_genomes_reps_r220/database/GCF/003/862/475/GCF_003862475.1_genomic.fna.gz","d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum gingivalis|t__GCF_003862475.1"
"56","gtdb_genomes_reps_r220/database/GCF/000/185/385/GCF_000185385.1_genomic.fna.gz","d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum saburreum|t__GCF_000185385.1"
"57","gtdb_genomes_reps_r220/database/GCF/000/287/675/GCF_000287675.1_genomic.fna.gz","d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum sp000287675|t__GCF_000287675.1"
"58","gtdb_genomes_reps_r220/database/GCF/000/296/385/GCF_000296385.1_genomic.fna.gz","d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum sp000296385|t__GCF_000296385.1"
"59","gtdb_genomes_reps_r220/database/GCF/000/242/235/GCF_000242235.1_genomic.fna.gz","d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Moryella|s__Moryella longum|t__GCF_000242235.1"
"60","gtdb_genomes_reps_r220/database/GCF/030/644/385/GCF_030644385.1_genomic.fna.gz","d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Moryella|s__Moryella sp030644385|t__GCF_030644385.1"
"61","gtdb_genomes_reps_r220/database/GCF/000/238/075/GCF_000238075.1_genomic.fna.gz","d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium asaccharolyticum|t__GCF_000238075.1"
"62","gtdb_genomes_reps_r220/database/GCA/938/022/235/GCA_938022235.1_genomic.fna.gz","d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium parvum_A|t__GCA_938022235.1"
"63","gtdb_genomes_reps_r220/database/GCF/000/238/055/GCF_000238055.2_genomic.fna.gz","d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium parvum|t__GCF_000238055.2"
"64","gtdb_genomes_reps_r220/database/GCF/014/202/695/GCF_014202695.1_genomic.fna.gz","d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium sinus|t__GCF_014202695.1"
"65","gtdb_genomes_reps_r220/database/GCF/000/160/135/GCF_000160135.1_genomic.fna.gz","d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium sp000160135|t__GCF_000160135.1"
"66","gtdb_genomes_reps_r220/database/GCA/905/372/035/GCA_905372035.1_genomic.fna.gz","d__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__CAJPNN01|s__CAJPNN01 sp905372035|t__GCA_905372035.1"
"67","gtdb_genomes_reps_r220/database/GCA/900/450/455/GCA_900450455.1_genomic.fna.gz","d__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__Eubacterium_B|s__Eubacterium_B infirmum|t__GCA_900450455.1"
"68","gtdb_genomes_reps_r220/database/GCA/001/189/495/GCA_001189495.1_genomic.fna.gz","d__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__Eubacterium_B|s__Eubacterium_B sulci|t__GCA_001189495.1"
"69","gtdb_genomes_reps_r220/database/GCA/000/488/855/GCA_000488855.1_genomic.fna.gz","d__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__Gallibacter|s__Gallibacter brachus|t__GCA_000488855.1"
"70","gtdb_genomes_reps_r220/database/GCF/002/998/925/GCF_002998925.1_genomic.fna.gz","d__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__Mogibacterium|s__Mogibacterium diversum|t__GCF_002998925.1"
"71","gtdb_genomes_reps_r220/database/GCF/030/644/205/GCF_030644205.1_genomic.fna.gz","d__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__Mogibacterium|s__Mogibacterium neglectum|t__GCF_030644205.1"
"72","gtdb_genomes_reps_r220/database/GCA/900/167/215/GCA_900167215.1_genomic.fna.gz","d__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Filifactoraceae|g__Peptoanaerobacter|s__Peptoanaerobacter yurii|t__GCA_900167215.1"
"73","gtdb_genomes_reps_r220/database/GCF/900/759/325/GCF_900759325.1_genomic.fna.gz","d__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus sp900759325|t__GCF_900759325.1"
"74","gtdb_genomes_reps_r220/database/GCF/000/147/675/GCF_000147675.1_genomic.fna.gz","d__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus stomatis|t__GCF_000147675.1"
"75","gtdb_genomes_reps_r220/database/GCA/938/045/355/GCA_938045355.1_genomic.fna.gz","d__Bacteria|p__Bacillota_A|c__Clostridia|o__TANB77|f__CAG-508|g__JABCPO02|s__JABCPO02 sp938045355|t__GCA_938045355.1"
"76","gtdb_genomes_reps_r220/database/GCA/000/214/475/GCA_000214475.2_genomic.fna.gz","d__Bacteria|p__Bacillota_A|c__Clostridia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas sp000214475|t__GCA_000214475.2"
"77","gtdb_genomes_reps_r220/database/GCA/905/372/875/GCA_905372875.1_genomic.fna.gz","d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__CAJPQU01|s__CAJPQU01 sp905372875|t__GCA_905372875.1"
"78","gtdb_genomes_reps_r220/database/GCF/000/426/665/GCF_000426665.1_genomic.fna.gz","d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Centipeda|s__Centipeda artemidis|t__GCF_000426665.1"
"79","gtdb_genomes_reps_r220/database/GCF/900/186/465/GCF_900186465.1_genomic.fna.gz","d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Centipeda|s__Centipeda felix|t__GCF_900186465.1"
"80","gtdb_genomes_reps_r220/database/GCF/000/160/695/GCF_000160695.1_genomic.fna.gz","d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Centipeda|s__Centipeda flueggei|t__GCF_000160695.1"
"81","gtdb_genomes_reps_r220/database/GCF/000/234/095/GCF_000234095.1_genomic.fna.gz","d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Centipeda|s__Centipeda infelix|t__GCF_000234095.1"
"82","gtdb_genomes_reps_r220/database/GCF/900/290/285/GCF_900290285.1_genomic.fna.gz","d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Centipeda|s__Centipeda massiliensis|t__GCF_900290285.1"
"83","gtdb_genomes_reps_r220/database/GCF/000/160/555/GCF_000160555.1_genomic.fna.gz","d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Centipeda|s__Centipeda noxia|t__GCF_000160555.1"
"84","gtdb_genomes_reps_r220/database/GCF/000/213/975/GCF_000213975.1_genomic.fna.gz","d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Centipeda|s__Centipeda periodontii|t__GCF_000213975.1"
"85","gtdb_genomes_reps_r220/database/GCF/001/683/335/GCF_001683335.1_genomic.fna.gz","d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Centipeda|s__Centipeda sp001683335|t__GCF_001683335.1"
"86","gtdb_genomes_reps_r220/database/GCA/905/372/865/GCA_905372865.1_genomic.fna.gz","d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Centipeda|s__Centipeda sp905372865|t__GCA_905372865.1"
"87","gtdb_genomes_reps_r220/database/GCF/014/250/475/GCF_014250475.1_genomic.fna.gz","d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Centipeda|s__Centipeda timonae|t__GCF_014250475.1"
"88","gtdb_genomes_reps_r220/database/GCF/026/015/965/GCF_026015965.1_genomic.fna.gz","d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas sp905372355|t__GCF_026015965.1"
"89","gtdb_genomes_reps_r220/database/GCF/000/160/055/GCF_000160055.1_genomic.fna.gz","d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Veillonellales|f__Dialisteraceae|g__Dialister|s__Dialister invisus|t__GCF_000160055.1"
"90","gtdb_genomes_reps_r220/database/GCF/000/165/735/GCF_000165735.1_genomic.fna.gz","d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Veillonellales|f__Megasphaeraceae|g__Anaeroglobus|s__Anaeroglobus micronuciformis|t__GCF_000165735.1"
"91","gtdb_genomes_reps_r220/database/GCF/001/553/345/GCF_001553345.1_genomic.fna.gz","d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__F0422|s__F0422 sp001553345|t__GCF_001553345.1"
"92","gtdb_genomes_reps_r220/database/GCF/002/959/915/GCF_002959915.1_genomic.fna.gz","d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella atypica|t__GCF_002959915.1"
"93","gtdb_genomes_reps_r220/database/GCF/014/306/175/GCF_014306175.1_genomic.fna.gz","d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella hominis|t__GCF_014306175.1"
"94","gtdb_genomes_reps_r220/database/GCF/013/393/365/GCF_013393365.1_genomic.fna.gz","d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella nakazawae|t__GCF_013393365.1"
"95","gtdb_genomes_reps_r220/database/GCF/018/366/045/GCF_018366045.1_genomic.fna.gz","d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella parvula_A|t__GCF_018366045.1"
"96","gtdb_genomes_reps_r220/database/GCF/002/959/775/GCF_002959775.1_genomic.fna.gz","d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella rogosae|t__GCF_002959775.1"
"97","gtdb_genomes_reps_r220/database/GCA/018/376/995/GCA_018376995.1_genomic.fna.gz","d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella sp018376995|t__GCA_018376995.1"
"98","gtdb_genomes_reps_r220/database/GCA/900/556/785/GCA_900556785.1_genomic.fna.gz","d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella sp900556785|t__GCA_900556785.1"
"99","gtdb_genomes_reps_r220/database/GCA/902/466/275/GCA_902466275.1_genomic.fna.gz","d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella sp902466275|t__GCA_902466275.1"
"100","gtdb_genomes_reps_r220/database/GCF/000/177/375/GCF_000177375.1_genomic.fna.gz","d__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia extructa|t__GCF_000177375.1"
"101","gtdb_genomes_reps_r220/database/GCF/015/256/775/GCF_015256775.1_genomic.fna.gz","d__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia sp015256775|t__GCF_015256775.1"
"102","gtdb_genomes_reps_r220/database/GCF/001/815/865/GCF_001815865.1_genomic.fna.gz","d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia|s__Abiotrophia sp001815865|t__GCF_001815865.1"
"103","gtdb_genomes_reps_r220/database/GCF/025/150/565/GCF_025150565.1_genomic.fna.gz","d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Granulicatella|s__Granulicatella adiacens|t__GCF_025150565.1"
